locationName,lat,lon,stationId,time,temp
新港,23.555011,120.337600,C0M790,2021-03-31 15:00:00,28.6
阿禮,22.744444,120.735556,C0R130,2021-03-31 15:00:00,28.7
五分山,25.073047,121.772586,C0AH30,2021-03-31 15:00:00,20.2
關廟,22.964861,120.319722,C0X170,2021-03-31 15:00:00,29.8
宜梧,23.538014,120.161200,C0K291,2021-03-31 15:00:00,26.1
打鐵坑,24.851750,121.142611,C0D480,2021-03-31 15:00:00,22.1
中坑,24.250283,120.895153,C0F0C0,2021-03-31 15:00:00,22.3
頭城,24.855031,121.822586,C0U860,2021-03-31 15:00:00,24.9
西帽山,24.557164,121.794436,C0UA50,2021-03-31 15:00:00,21.4
柳營,23.255089,120.367158,C0X320,2021-03-31 15:00:00,29.8
光復,23.662497,121.416839,C0T960,2021-03-31 15:00:00,27.8
土阪,22.454908,120.879528,C0SA80,2021-03-31 15:00:00,27.0
銅鑼,24.491528,120.782639,C0E780,2021-03-31 15:00:00,24.6
外埔,24.349556,120.697472,C0F9Q0,2021-03-31 15:00:00,25.9
大雅(中科園區),24.217056,120.616239,C0F9X0,2021-03-31 15:00:00,26.3
審馬陣A,24.383461,121.412122,C0F0D0,2021-03-31 15:00:00,16.7
綠島,22.669025,121.467267,C0S730,2021-03-31 15:00:00,28.4
大禹嶺,24.187944,121.307833,C0T790,2021-03-31 15:00:00,21.0
路竹,22.856639,120.251361,C0V750,2021-03-31 15:00:00,28.4
臺西,23.703283,120.189422,C0K530,2021-03-31 15:00:00,26.2
鹿草,23.413075,120.300231,C0M780,2021-03-31 15:00:00,28.0
內門,22.976944,120.458333,C0V360,2021-03-31 15:00:00,-99
水林,23.574658,120.237839,C0K510,2021-03-31 15:00:00,28.0
湖口,24.906556,121.035417,C0D650,2021-03-31 15:00:00,23.4
茄萣,22.908444,120.174583,C0V630,2021-03-31 15:00:00,28.0
冬山,24.635528,121.785500,C0U910,2021-03-31 15:00:00,25.4
礁溪,24.819336,121.757397,C0U600,2021-03-31 15:00:00,25.9
田尾,23.903417,120.501389,C0G820,2021-03-31 15:00:00,29.0
里港,22.780972,120.486528,C0R590,2021-03-31 15:00:00,30.8
士林,25.092031,121.494792,C0A9E0,2021-03-31 15:00:00,23.4
長治,22.694833,120.534611,C0R480,2021-03-31 15:00:00,32.4
鹿寮,23.387811,120.469225,C0X300,2021-03-31 15:00:00,28.9
大福,24.802436,121.805683,C0U970,2021-03-31 15:00:00,26.1
達仁林場,22.266147,120.815942,C0SA90,2021-03-31 15:00:00,27.9
四林格山,22.078792,120.794419,C0R750,2021-03-31 15:00:00,25.1
牡丹,22.131817,120.784589,C0R340,2021-03-31 15:00:00,28.2
布袋,23.382611,120.159667,C0M750,2021-03-31 15:00:00,27.1
竹山,23.764722,120.677778,C0I110,2021-03-31 15:00:00,29.0
古亭坑,22.895000,120.393889,C0V370,2021-03-31 15:00:00,30.8
國一五楊N44K,25.065633,121.332769,C0C690,2021-03-31 15:00:00,23.1
四堵,24.894394,121.737519,C0A540,2021-03-31 15:00:00,23.7
鹽埔,22.741342,120.522697,C0R160,2021-03-31 15:00:00,31.5
知本(水試所),22.704053,121.074603,C0SA60,2021-03-31 15:00:00,27.6
中寮,23.886278,120.758528,C0H950,2021-03-31 15:00:00,28.8
崎頂,22.961306,120.361194,C0O960,2021-03-31 15:00:00,30.6
三義,24.407236,120.741644,C0E880,2021-03-31 15:00:00,22.7
永和,25.013028,121.499889,C0AH10,2021-03-31 15:00:00,25.5
白鷺,22.456067,120.658178,C0R820,2021-03-31 15:00:00,27.8
佳樂水,21.995386,120.853619,C0R680,2021-03-31 15:00:00,30.1
白河,23.349228,120.406328,C0X210,2021-03-31 15:00:00,29.5
峨眉,24.692389,121.009083,C0D430,2021-03-31 15:00:00,23.5
蘆洲,25.088528,121.464056,C0AD30,2021-03-31 15:00:00,23.1
來義,22.529111,120.617056,C0R240,2021-03-31 15:00:00,-99
三重,25.059108,121.492400,C0AI30,2021-03-31 15:00:00,25.4
翠峰湖,24.512650,121.599858,C0U960,2021-03-31 15:00:00,20.1
大坑,23.882433,121.573839,C0T9E0,2021-03-31 15:00:00,25.1
雪霸,24.528722,121.107917,C0D550,2021-03-31 15:00:00,20.5
大溪,24.884722,121.256944,C0C630,2021-03-31 15:00:00,21.8
